job_role,industry,education_level,location,company_type,company_size,years_experience,years_at_company,performance_rating,num_skills,certifications,projects_completed,promotions_received,overtime_hours_week,distance_from_work,monthly_hours,salary_lpa,increment_pct,promotion_prob
Cybersecurity Analyst,Government/PSU,Bachelor's,Remote,Startup,Enterprise (5000+),11.8,2.5,3.0,4,2,25,3,5,16,160,32.23,6.2,0.34
Operations Manager,E-Commerce,Bachelor's,Ahmedabad,MNC,Small (<50),18.1,0.9,3.2,6,1,35,4,4,1,171,26.75,8.3,0.39
Finance Analyst,Government/PSU,Master's,Hyderabad,Indian Large Corp,Small (<50),1.0,0.2,2.4,4,2,11,0,2,7,142,13.8,6.3,0.29
Data Scientist,IT / Software,PhD,Mumbai,Startup,Small (<50),6.1,1.5,3.0,7,1,16,1,6,40,179,31.91,10.5,0.41
Product Manager,Startup,Master's,Chennai,Indian Large Corp,Large (500-5000),0.5,0.5,2.9,4,1,8,1,3,1,184,27.22,10.4,0.51
Engineering Manager,Finance & Banking,MBA,Mumbai,Government/PSU,Enterprise (5000+),0.9,0.9,3.4,2,1,9,1,5,25,151,39.16,11.2,0.54
QA Engineer,Manufacturing,Diploma,Ahmedabad,Startup,Large (500-5000),3.6,3.0,5.0,8,2,13,0,6,8,189,22.02,12.8,0.55
Sales Executive,Media & Entertainment,Bachelor's,Tier-2 City,MNC,Small (<50),8.1,0.4,4.0,4,0,21,3,2,13,167,17.34,12.1,0.33
UI/UX Designer,Education,High School,Ahmedabad,Mid-size,Enterprise (5000+),7.3,0.2,4.0,9,1,15,2,6,19,185,16.99,10.1,0.59
QA Engineer,IT / Software,Master's,Bangalore,Indian Large Corp,Large (500-5000),2.4,0.5,3.5,4,0,8,2,3,23,141,26.75,9.5,0.51
Product Manager,Education,Master's,Delhi NCR,Mid-size,Enterprise (5000+),31.5,2.6,3.8,4,1,52,8,10,61,184,60.04,11.7,0.4
Fresher / Junior Dev,Startup,High School,Ahmedabad,Government/PSU,Enterprise (5000+),0.2,0.1,3.9,6,1,9,0,8,6,165,10.7,10.9,0.35
Fresher / Junior Dev,E-Commerce,MBA,Tier-2 City,MNC,Enterprise (5000+),4.7,4.7,3.5,3,0,14,1,7,1,194,17.38,10.5,0.29
Finance Analyst,Startup,Master's,Kolkata,Government/PSU,Large (500-5000),0.1,0.1,3.4,5,2,7,0,2,44,201,15.15,8.4,0.43
Marketing Manager,IT / Software,Bachelor's,Bangalore,Government/PSU,Small (<50),1.2,1.2,3.3,7,2,10,0,8,49,171,16.91,6.6,0.35
ML Engineer,Consulting,Bachelor's,Remote,MNC,Large (500-5000),3.3,0.8,3.4,4,1,15,0,6,3,186,29.79,10.8,0.3
Cybersecurity Analyst,Education,High School,Chennai,Mid-size,Enterprise (5000+),12.6,2.0,3.6,6,1,27,5,8,28,176,30.7,8.8,0.47
Cloud Architect,Healthcare,High School,Hyderabad,Indian Large Corp,Large (500-5000),6.4,1.0,4.4,3,1,16,2,2,2,167,36.19,16.9,0.35
Tech Lead,Finance & Banking,High School,Pune,MNC,Large (500-5000),13.5,0.3,2.3,3,0,26,3,0,21,211,53.69,9.8,0.28
Product Manager,Media & Entertainment,High School,Chennai,MNC,Enterprise (5000+),4.0,1.3,3.3,5,2,13,2,8,7,161,33.16,11.2,0.41
UI/UX Designer,Media & Entertainment,MBA,Kolkata,Mid-size,Small (<50),2.7,0.1,3.6,6,1,9,1,4,74,186,14.72,12.2,0.48
Fresher / Junior Dev,IT / Software,MBA,Chennai,Startup,Enterprise (5000+),7.7,1.5,2.5,6,0,21,1,5,18,203,19.8,9.5,0.33
DevOps Engineer,Finance & Banking,MBA,Ahmedabad,MNC,Mid (50-500),0.5,0.5,4.1,5,2,6,0,9,18,176,26.69,14.2,0.39
DevOps Engineer,Media & Entertainment,Master's,Chennai,Indian Large Corp,Large (500-5000),9.1,1.1,2.2,5,0,23,2,4,15,212,26.28,8.9,0.3
Cloud Architect,Healthcare,Master's,Ahmedabad,MNC,Mid (50-500),2.4,1.3,3.2,5,0,13,0,5,0,185,26.5,7.0,0.37
Marketing Manager,IT / Software,Bachelor's,Pune,Government/PSU,Enterprise (5000+),4.7,4.7,2.7,3,0,13,2,10,79,168,18.7,6.4,0.36
HR Manager,Finance & Banking,MBA,Remote,MNC,Large (500-5000),0.2,0.2,2.2,4,0,9,0,2,7,163,21.55,7.0,0.24
Finance Analyst,Startup,High School,Tier-2 City,Startup,Enterprise (5000+),8.8,1.1,2.4,7,2,19,3,1,11,198,20.93,9.2,0.28
Business Analyst,Finance & Banking,Bachelor's,Pune,Government/PSU,Large (500-5000),7.5,7.4,3.5,5,0,19,1,12,25,183,18.54,11.7,0.39
UI/UX Designer,Media & Entertainment,PhD,Chennai,Indian Large Corp,Enterprise (5000+),0.2,0.2,3.0,5,1,9,1,4,1,179,22.0,10.3,0.46
Cybersecurity Analyst,Startup,Bachelor's,Tier-2 City,Startup,Mid (50-500),1.2,0.0,3.4,8,0,7,1,0,17,171,18.85,11.3,0.65
Software Engineer,Media & Entertainment,PhD,Delhi NCR,Government/PSU,Enterprise (5000+),2.2,0.7,3.4,2,3,15,1,2,19,190,20.99,10.9,0.38
Business Analyst,Government/PSU,PhD,Pune,Government/PSU,Enterprise (5000+),7.9,7.9,3.1,7,1,19,1,7,14,148,21.08,9.9,0.47
Tech Lead,IT / Software,PhD,Tier-2 City,Indian Large Corp,Large (500-5000),1.2,0.5,3.2,2,0,10,1,4,2,163,26.43,9.1,0.45
QA Engineer,Healthcare,Diploma,Delhi NCR,Mid-size,Enterprise (5000+),3.5,2.5,4.0,3,1,14,0,6,25,185,20.03,12.6,0.37
UI/UX Designer,Finance & Banking,Bachelor's,Hyderabad,Startup,Large (500-5000),5.4,5.4,2.6,4,4,14,2,3,15,209,29.12,10.3,0.31
Marketing Manager,E-Commerce,PhD,Pune,Government/PSU,Mid (50-500),3.3,3.3,3.5,8,0,10,1,5,32,172,22.09,9.8,0.37
Cybersecurity Analyst,Finance & Banking,Diploma,Delhi NCR,Indian Large Corp,Small (<50),5.3,5.3,4.2,6,0,15,2,2,0,179,30.2,10.7,0.46
HR Manager,Government/PSU,Bachelor's,Ahmedabad,Government/PSU,Enterprise (5000+),13.2,2.4,3.3,3,1,29,5,8,19,200,17.97,10.3,0.34
UI/UX Designer,IT / Software,PhD,Hyderabad,Indian Large Corp,Large (500-5000),16.0,0.3,2.3,4,1,32,4,1,18,183,33.73,9.0,0.32
ML Engineer,Manufacturing,High School,Pune,Government/PSU,Mid (50-500),0.8,0.8,3.3,7,1,9,1,5,20,158,15.35,11.3,0.57
Senior Software Engineer,Government/PSU,PhD,Bangalore,MNC,Small (<50),0.5,0.5,3.5,6,3,5,0,2,3,164,29.32,10.2,0.24
DevOps Engineer,Manufacturing,MBA,Mumbai,Startup,Large (500-5000),3.5,3.5,2.2,8,2,14,1,5,26,203,23.21,8.9,0.4
Data Analyst,E-Commerce,Master's,Hyderabad,MNC,Small (<50),5.4,1.0,3.7,6,0,16,1,6,13,172,24.44,9.7,0.41
Operations Manager,Startup,PhD,Tier-2 City,Mid-size,Enterprise (5000+),9.9,2.3,3.4,8,2,20,3,4,9,176,22.94,8.7,0.4
Data Analyst,Startup,Diploma,Mumbai,Mid-size,Large (500-5000),5.2,3.8,3.4,6,4,18,2,8,16,188,25.49,11.0,0.37
Tech Lead,Education,PhD,Hyderabad,Startup,Mid (50-500),8.8,6.4,3.0,4,1,20,2,7,3,189,35.6,11.3,0.29
ML Engineer,E-Commerce,High School,Hyderabad,Mid-size,Enterprise (5000+),4.4,0.8,3.0,5,1,14,1,2,13,179,27.25,8.9,0.43
UI/UX Designer,Startup,Bachelor's,Bangalore,Startup,Large (500-5000),0.6,0.4,3.3,5,1,5,0,6,25,158,21.04,8.1,0.37
Data Scientist,Media & Entertainment,Bachelor's,Kolkata,Startup,Mid (50-500),1.6,0.1,4.3,6,1,9,0,7,90,182,22.78,13.2,0.5
Finance Analyst,Consulting,Diploma,Ahmedabad,Mid-size,Large (500-5000),2.3,2.3,3.6,4,0,11,1,0,13,177,12.85,10.4,0.54
Software Engineer,Startup,PhD,Bangalore,MNC,Mid (50-500),0.4,0.4,3.0,5,1,7,2,0,0,190,28.0,11.0,0.71
Finance Analyst,Education,MBA,Pune,Mid-size,Small (<50),4.0,4.0,3.7,2,0,9,2,11,17,142,14.28,14.6,0.41
Sales Executive,Government/PSU,Diploma,Kolkata,MNC,Enterprise (5000+),7.6,0.7,3.5,6,1,15,2,3,34,151,17.46,11.3,0.49
Finance Analyst,Finance & Banking,Bachelor's,Hyderabad,Mid-size,Mid (50-500),1.7,1.6,2.6,7,1,11,0,10,21,182,16.13,7.8,0.27
Product Manager,Consulting,Master's,Kolkata,MNC,Large (500-5000),5.7,5.7,3.8,4,2,12,1,4,5,156,36.14,12.5,0.27
Data Analyst,Government/PSU,Master's,Kolkata,Mid-size,Enterprise (5000+),1.0,1.0,3.2,5,0,6,1,2,4,205,16.0,10.3,0.46
Data Scientist,Manufacturing,Diploma,Tier-2 City,MNC,Large (500-5000),1.9,0.9,3.2,4,1,8,1,8,53,173,17.97,8.4,0.36
UI/UX Designer,Media & Entertainment,MBA,Chennai,Startup,Small (<50),2.6,2.3,3.7,5,1,11,2,4,11,164,18.21,12.5,0.6
Senior Software Engineer,E-Commerce,PhD,Ahmedabad,Indian Large Corp,Small (<50),7.5,1.2,3.4,3,1,22,1,2,30,165,27.02,11.9,0.36
Cybersecurity Analyst,Manufacturing,Diploma,Chennai,Government/PSU,Small (<50),6.0,0.1,1.9,8,0,12,1,5,45,179,12.7,6.6,0.22
Data Scientist,Healthcare,Diploma,Tier-2 City,Indian Large Corp,Enterprise (5000+),4.1,4.1,4.0,4,2,12,1,7,20,161,22.75,11.2,0.53
DevOps Engineer,Government/PSU,Master's,Delhi NCR,Mid-size,Mid (50-500),1.3,0.4,3.5,5,2,4,0,0,11,162,19.9,9.4,0.37
Tech Lead,Manufacturing,Bachelor's,Hyderabad,MNC,Enterprise (5000+),3.1,1.6,2.9,5,0,14,1,2,31,175,38.09,11.4,0.38
Cloud Architect,Education,Diploma,Kolkata,Government/PSU,Mid (50-500),1.5,1.5,3.2,5,0,10,0,3,8,183,13.16,7.0,0.28
Software Engineer,Media & Entertainment,High School,Remote,Indian Large Corp,Small (<50),1.0,1.0,3.1,7,0,6,1,8,27,160,12.86,11.3,0.57
QA Engineer,Manufacturing,Diploma,Delhi NCR,MNC,Enterprise (5000+),2.8,2.8,3.2,2,1,12,2,5,11,164,19.79,9.4,0.44
Engineering Manager,Startup,Master's,Pune,Indian Large Corp,Small (<50),1.2,0.1,3.9,4,1,14,1,9,7,189,32.99,10.6,0.52
Cloud Architect,Startup,Diploma,Mumbai,MNC,Enterprise (5000+),3.6,3.6,2.9,4,1,13,0,14,2,144,37.94,12.1,0.21
QA Engineer,Government/PSU,PhD,Mumbai,Indian Large Corp,Mid (50-500),12.4,1.3,3.5,5,1,31,4,8,15,179,26.03,11.8,0.38
Business Analyst,Manufacturing,Bachelor's,Ahmedabad,Startup,Mid (50-500),1.8,1.8,2.8,1,3,9,1,0,15,175,16.84,6.0,0.41
UI/UX Designer,Startup,Diploma,Hyderabad,Mid-size,Mid (50-500),4.8,0.3,2.6,3,0,15,2,0,21,166,13.91,9.1,0.42
UI/UX Designer,Education,Diploma,Delhi NCR,MNC,Large (500-5000),4.4,2.5,3.7,9,3,11,2,0,5,178,28.11,10.4,0.47
Finance Analyst,Startup,Diploma,Ahmedabad,Indian Large Corp,Large (500-5000),6.4,3.2,3.8,3,0,17,2,3,14,200,17.07,9.7,0.38
Tech Lead,Government/PSU,PhD,Mumbai,MNC,Enterprise (5000+),1.9,1.9,2.3,9,0,7,0,3,29,198,44.78,7.4,0.35
ML Engineer,Education,Bachelor's,Hyderabad,Startup,Enterprise (5000+),1.9,0.0,2.8,3,4,13,0,3,6,172,31.01,8.9,0.36
Engineering Manager,Finance & Banking,Bachelor's,Mumbai,Government/PSU,Small (<50),4.1,0.3,3.5,4,3,9,2,3,8,218,29.5,12.6,0.51
Senior Software Engineer,Healthcare,Bachelor's,Ahmedabad,Mid-size,Small (<50),1.5,1.2,2.9,4,0,7,1,8,24,178,17.62,6.8,0.37
Software Engineer,Media & Entertainment,Bachelor's,Remote,Startup,Large (500-5000),9.4,1.4,3.6,5,0,29,3,6,17,209,24.74,10.4,0.36
Cybersecurity Analyst,Consulting,PhD,Delhi NCR,Government/PSU,Small (<50),8.1,0.8,3.4,4,1,22,2,4,29,153,20.61,9.9,0.39
Tech Lead,Manufacturing,Diploma,Delhi NCR,Government/PSU,Enterprise (5000+),0.9,0.9,2.1,3,1,9,0,0,63,172,23.38,6.7,0.28
DevOps Engineer,E-Commerce,Master's,Mumbai,Mid-size,Enterprise (5000+),5.8,4.5,3.4,3,1,21,3,0,6,149,30.44,12.2,0.51
ML Engineer,Finance & Banking,Bachelor's,Chennai,MNC,Mid (50-500),12.6,0.6,3.5,7,1,25,4,11,0,167,46.46,11.5,0.45
Fresher / Junior Dev,Consulting,Bachelor's,Kolkata,Mid-size,Large (500-5000),0.1,0.1,4.6,10,1,9,0,10,16,169,15.09,15.6,0.5
Engineering Manager,Media & Entertainment,Bachelor's,Chennai,Startup,Mid (50-500),6.1,1.1,3.5,5,0,21,2,7,15,135,43.71,10.4,0.41
DevOps Engineer,Government/PSU,PhD,Delhi NCR,Government/PSU,Enterprise (5000+),7.3,5.6,3.7,11,1,13,1,5,52,157,25.38,12.3,0.52
Senior Software Engineer,E-Commerce,Diploma,Bangalore,Indian Large Corp,Mid (50-500),2.9,0.0,3.8,4,0,14,0,2,34,124,28.42,9.2,0.43
Senior Software Engineer,Manufacturing,Master's,Delhi NCR,Startup,Enterprise (5000+),0.4,0.4,3.7,2,2,10,1,0,4,176,35.69,8.9,0.55
Data Scientist,IT / Software,Master's,Ahmedabad,Mid-size,Enterprise (5000+),5.0,4.1,3.0,7,0,14,2,4,32,182,27.76,8.8,0.49
QA Engineer,Finance & Banking,Master's,Delhi NCR,MNC,Large (500-5000),2.1,2.1,1.8,5,1,20,0,8,97,186,24.83,6.6,0.25
Data Analyst,Manufacturing,Diploma,Delhi NCR,Indian Large Corp,Large (500-5000),0.3,0.3,2.1,6,1,9,0,6,19,216,16.69,6.1,0.21
Tech Lead,Startup,PhD,Hyderabad,Government/PSU,Small (<50),1.7,1.7,2.9,3,0,8,1,6,6,203,21.59,9.8,0.29
Operations Manager,E-Commerce,MBA,Kolkata,MNC,Mid (50-500),0.8,0.8,2.6,7,1,8,2,1,18,191,23.85,9.2,0.76
Fresher / Junior Dev,Finance & Banking,PhD,Chennai,MNC,Large (500-5000),3.5,3.5,3.7,5,2,14,1,3,7,144,26.96,14.2,0.44
Data Scientist,Consulting,Master's,Remote,MNC,Large (500-5000),0.4,0.4,3.5,4,0,9,1,9,17,153,29.41,10.5,0.61
ML Engineer,Finance & Banking,High School,Ahmedabad,Startup,Enterprise (5000+),21.8,2.1,3.3,4,1,39,6,3,7,141,45.78,10.3,0.42
Finance Analyst,IT / Software,MBA,Chennai,MNC,Enterprise (5000+),1.0,0.2,3.0,2,0,12,1,4,21,166,26.12,9.6,0.51
DevOps Engineer,Startup,PhD,Delhi NCR,Indian Large Corp,Small (<50),5.2,5.2,4.6,6,0,19,1,12,14,189,27.17,13.8,0.59
Marketing Manager,IT / Software,Bachelor's,Mumbai,Government/PSU,Enterprise (5000+),5.3,0.7,3.3,5,1,12,3,12,0,182,26.06,10.1,0.4
Data Analyst,Manufacturing,Master's,Delhi NCR,Indian Large Corp,Enterprise (5000+),22.5,0.1,2.7,5,0,45,5,6,15,169,37.9,5.6,0.32
Data Analyst,Healthcare,High School,Delhi NCR,Startup,Enterprise (5000+),2.9,1.1,2.5,4,2,8,0,4,49,154,17.65,9.3,0.3
Marketing Manager,E-Commerce,PhD,Mumbai,Mid-size,Enterprise (5000+),0.4,0.4,3.2,3,0,11,0,12,6,175,25.25,9.0,0.39
UI/UX Designer,Manufacturing,PhD,Remote,Indian Large Corp,Large (500-5000),0.5,0.5,4.4,3,0,5,1,2,21,176,21.11,10.4,0.56
Data Scientist,Media & Entertainment,Bachelor's,Hyderabad,Startup,Enterprise (5000+),12.2,5.3,2.9,4,3,27,3,1,26,172,41.31,8.2,0.34
Cybersecurity Analyst,Manufacturing,Master's,Remote,Government/PSU,Enterprise (5000+),5.1,0.8,2.9,10,0,13,1,5,2,189,21.86,8.6,0.42
Data Analyst,Consulting,Master's,Remote,Indian Large Corp,Enterprise (5000+),14.9,14.1,2.9,4,0,29,3,5,10,178,29.79,12.4,0.33
UI/UX Designer,IT / Software,High School,Tier-2 City,Mid-size,Enterprise (5000+),3.9,3.9,4.3,2,0,11,1,2,3,204,15.07,15.8,0.34
HR Manager,E-Commerce,PhD,Ahmedabad,Government/PSU,Small (<50),1.9,0.6,3.6,1,2,9,0,2,12,165,13.23,11.0,0.26
Marketing Manager,Education,Master's,Mumbai,Startup,Large (500-5000),8.0,7.7,2.7,9,0,24,2,6,2,142,25.89,7.3,0.4
ML Engineer,Manufacturing,Diploma,Hyderabad,Government/PSU,Enterprise (5000+),0.7,0.7,3.7,5,0,11,0,7,23,166,21.3,9.2,0.42
Marketing Manager,IT / Software,MBA,Tier-2 City,MNC,Small (<50),3.1,1.6,2.5,5,3,12,1,3,5,196,19.76,4.4,0.33
Operations Manager,Media & Entertainment,High School,Kolkata,Startup,Small (<50),5.5,0.3,2.9,3,0,15,2,4,6,178,15.98,9.4,0.28
QA Engineer,Startup,PhD,Pune,Mid-size,Large (500-5000),0.4,0.4,3.5,3,1,14,2,0,30,190,21.65,9.2,0.71
Tech Lead,Media & Entertainment,High School,Bangalore,MNC,Enterprise (5000+),1.3,0.2,2.9,3,1,9,1,8,11,154,36.51,9.9,0.41
Product Manager,Education,Diploma,Bangalore,MNC,Enterprise (5000+),8.8,0.3,2.1,4,2,25,3,7,0,175,41.35,6.3,0.23
Marketing Manager,Startup,Bachelor's,Ahmedabad,Startup,Large (500-5000),9.5,7.0,3.6,5,0,19,3,10,84,205,20.75,9.7,0.41
DevOps Engineer,Healthcare,Diploma,Delhi NCR,MNC,Large (500-5000),6.4,3.1,3.2,6,1,17,1,0,1,163,33.54,10.5,0.44
Data Scientist,Media & Entertainment,Master's,Bangalore,MNC,Enterprise (5000+),2.2,0.7,4.5,7,0,8,1,9,14,162,38.29,12.2,0.54
Data Scientist,E-Commerce,High School,Ahmedabad,Startup,Enterprise (5000+),6.8,6.8,3.8,8,2,21,3,7,1,199,30.75,12.6,0.57
Engineering Manager,Government/PSU,PhD,Pune,Government/PSU,Large (500-5000),0.2,0.2,3.6,5,1,11,1,9,16,176,28.74,10.3,0.55
Cybersecurity Analyst,Finance & Banking,Bachelor's,Delhi NCR,Indian Large Corp,Small (<50),10.1,2.0,3.2,2,1,32,2,2,61,145,28.81,8.1,0.42
Business Analyst,IT / Software,High School,Hyderabad,MNC,Mid (50-500),3.5,1.6,3.5,3,1,8,1,15,6,190,20.79,12.2,0.35
Fresher / Junior Dev,E-Commerce,PhD,Hyderabad,Startup,Mid (50-500),0.9,0.0,3.2,3,1,9,2,0,11,164,19.74,10.1,0.69
Data Analyst,Government/PSU,Bachelor's,Delhi NCR,Startup,Enterprise (5000+),11.9,3.2,4.1,3,4,21,2,3,19,156,33.05,13.0,0.41
Software Engineer,E-Commerce,High School,Delhi NCR,Startup,Enterprise (5000+),10.8,3.4,2.1,2,0,29,2,0,6,175,27.23,7.7,0.17
Fresher / Junior Dev,Government/PSU,High School,Remote,Indian Large Corp,Mid (50-500),2.2,1.1,2.6,7,0,17,1,12,16,164,8.61,9.7,0.46
Marketing Manager,Education,MBA,Bangalore,Mid-size,Small (<50),9.1,1.0,3.2,9,1,23,3,6,7,191,20.88,8.6,0.48
Data Scientist,Education,PhD,Kolkata,Startup,Large (500-5000),1.9,0.6,3.4,4,0,10,2,1,54,181,19.04,11.1,0.51
Senior Software Engineer,Education,Master's,Ahmedabad,Government/PSU,Enterprise (5000+),1.0,0.6,2.8,7,0,4,0,3,22,149,14.79,13.0,0.36
HR Manager,IT / Software,PhD,Tier-2 City,MNC,Enterprise (5000+),4.8,1.5,2.4,2,0,16,3,10,4,157,22.78,7.8,0.35
Tech Lead,Media & Entertainment,Bachelor's,Mumbai,Mid-size,Enterprise (5000+),7.0,2.9,3.0,7,2,14,3,10,15,174,46.78,6.4,0.44
Fresher / Junior Dev,Government/PSU,High School,Remote,Mid-size,Enterprise (5000+),0.2,0.2,3.4,4,1,7,1,11,15,198,11.14,11.8,0.56
UI/UX Designer,E-Commerce,High School,Pune,Indian Large Corp,Enterprise (5000+),1.3,0.8,1.9,9,3,10,0,8,29,190,21.95,5.7,0.18
Cloud Architect,Healthcare,Master's,Tier-2 City,Indian Large Corp,Large (500-5000),1.1,1.1,3.4,6,0,9,0,1,17,161,22.25,8.9,0.26
Engineering Manager,Government/PSU,PhD,Delhi NCR,Mid-size,Enterprise (5000+),8.1,2.4,2.6,5,0,18,4,5,19,201,44.37,7.9,0.32
UI/UX Designer,Consulting,PhD,Ahmedabad,Indian Large Corp,Mid (50-500),3.8,3.8,3.9,2,1,19,0,5,5,184,17.96,11.0,0.44
Marketing Manager,Finance & Banking,PhD,Ahmedabad,Indian Large Corp,Mid (50-500),8.7,1.7,3.6,4,0,22,3,5,100,155,23.7,9.3,0.36
Business Analyst,Startup,Diploma,Ahmedabad,MNC,Enterprise (5000+),5.2,3.0,4.4,10,1,18,2,4,9,209,30.86,16.3,0.62
Fresher / Junior Dev,Healthcare,Bachelor's,Hyderabad,Government/PSU,Small (<50),0.9,0.9,2.5,6,0,8,0,10,17,167,8.06,9.4,0.23
Software Engineer,Manufacturing,Bachelor's,Chennai,Indian Large Corp,Mid (50-500),9.5,5.7,3.8,3,0,21,3,13,46,205,23.96,12.0,0.44
Operations Manager,Finance & Banking,High School,Chennai,Startup,Small (<50),0.2,0.2,3.3,7,0,12,0,3,8,162,18.46,12.4,0.35
Engineering Manager,Finance & Banking,Diploma,Tier-2 City,Indian Large Corp,Enterprise (5000+),0.0,0.0,3.2,4,1,9,2,13,27,143,32.42,11.4,0.68
Finance Analyst,Consulting,Bachelor's,Bangalore,Government/PSU,Large (500-5000),7.6,5.7,2.6,4,1,20,1,5,13,159,16.58,9.4,0.31
ML Engineer,Media & Entertainment,PhD,Remote,MNC,Small (<50),4.6,1.1,3.0,6,3,11,3,8,7,190,28.66,9.2,0.55
QA Engineer,Finance & Banking,Master's,Mumbai,Government/PSU,Small (<50),14.7,6.0,2.8,3,1,24,5,10,13,200,16.37,7.9,0.29
Sales Executive,Media & Entertainment,High School,Mumbai,Indian Large Corp,Small (<50),0.5,0.5,4.8,8,2,9,1,0,12,177,17.93,14.7,0.73
Business Analyst,E-Commerce,Bachelor's,Pune,Startup,Enterprise (5000+),5.5,0.2,3.0,7,3,17,1,4,1,183,29.01,8.7,0.4
Data Scientist,Consulting,Diploma,Chennai,Indian Large Corp,Small (<50),2.9,2.9,2.1,4,0,15,0,5,29,165,14.72,7.4,0.29
Business Analyst,Education,Master's,Bangalore,Indian Large Corp,Enterprise (5000+),0.3,0.3,4.3,6,1,6,0,5,12,182,22.91,15.1,0.48
DevOps Engineer,Media & Entertainment,Bachelor's,Delhi NCR,MNC,Large (500-5000),1.3,1.3,3.2,3,1,11,0,10,16,204,21.88,12.0,0.26
Cloud Architect,Education,PhD,Chennai,Indian Large Corp,Mid (50-500),0.1,0.1,4.1,2,2,7,2,3,13,206,26.86,10.6,0.73
Operations Manager,Healthcare,Master's,Delhi NCR,Startup,Enterprise (5000+),16.7,0.5,3.5,2,0,34,4,9,74,169,34.06,7.7,0.31
UI/UX Designer,Media & Entertainment,Master's,Chennai,MNC,Enterprise (5000+),0.2,0.2,2.8,6,0,8,0,5,22,169,22.47,10.6,0.28
ML Engineer,Media & Entertainment,High School,Mumbai,MNC,Large (500-5000),4.9,3.9,3.6,6,1,16,1,0,0,136,31.31,11.0,0.49
DevOps Engineer,E-Commerce,Master's,Kolkata,MNC,Enterprise (5000+),8.2,8.2,3.6,3,1,21,4,0,10,178,35.37,11.5,0.43
Senior Software Engineer,E-Commerce,PhD,Remote,MNC,Large (500-5000),7.9,1.4,2.4,3,1,22,1,8,10,184,37.04,7.9,0.26
UI/UX Designer,Media & Entertainment,Master's,Pune,Mid-size,Large (500-5000),1.8,1.8,3.3,7,3,10,1,0,8,168,20.81,11.6,0.52
Software Engineer,Media & Entertainment,Bachelor's,Remote,Indian Large Corp,Enterprise (5000+),9.9,3.2,1.9,7,0,27,2,15,19,145,23.88,8.4,0.28
QA Engineer,Healthcare,PhD,Tier-2 City,Government/PSU,Enterprise (5000+),4.6,1.3,2.2,6,2,15,1,4,9,170,15.44,7.9,0.37
Cloud Architect,Education,PhD,Hyderabad,Mid-size,Small (<50),1.8,1.8,3.1,2,0,6,0,0,0,164,20.04,9.9,0.26
Senior Software Engineer,Consulting,MBA,Kolkata,Indian Large Corp,Large (500-5000),0.1,0.1,2.1,2,2,11,1,2,20,164,21.04,6.7,0.37
Business Analyst,Media & Entertainment,High School,Tier-2 City,Mid-size,Large (500-5000),3.4,2.5,3.4,2,1,12,0,10,12,183,11.62,10.2,0.38
Product Manager,IT / Software,High School,Tier-2 City,Government/PSU,Large (500-5000),0.3,0.3,3.3,8,0,4,1,6,17,199,15.5,12.0,0.63
HR Manager,Education,Bachelor's,Tier-2 City,MNC,Small (<50),0.6,0.6,3.6,8,4,8,1,1,20,167,16.82,9.8,0.52
Cloud Architect,Media & Entertainment,Bachelor's,Chennai,MNC,Small (<50),9.5,4.1,3.3,6,2,23,3,5,50,186,39.49,10.2,0.33
Data Scientist,Manufacturing,Master's,Remote,MNC,Enterprise (5000+),14.5,1.1,2.8,2,3,36,4,2,10,239,44.78,8.5,0.4
DevOps Engineer,Startup,Diploma,Remote,Government/PSU,Mid (50-500),1.1,0.8,3.9,6,0,7,0,8,52,162,12.41,10.4,0.47
Cloud Architect,Manufacturing,Bachelor's,Remote,Indian Large Corp,Enterprise (5000+),5.8,2.0,2.4,3,0,19,1,3,24,187,28.82,7.8,0.29
Operations Manager,Healthcare,PhD,Mumbai,Mid-size,Mid (50-500),13.6,3.6,3.6,5,0,27,4,4,31,140,29.55,11.0,0.41
Cloud Architect,Finance & Banking,Master's,Delhi NCR,Startup,Enterprise (5000+),3.2,1.0,3.9,5,0,12,0,0,13,173,44.56,13.1,0.41
Data Analyst,IT / Software,High School,Kolkata,Indian Large Corp,Enterprise (5000+),5.0,5.0,3.4,2,1,14,3,0,27,154,21.13,10.7,0.39
Business Analyst,Finance & Banking,Master's,Chennai,Government/PSU,Enterprise (5000+),3.9,3.9,3.0,2,2,14,1,8,11,169,20.08,11.5,0.32
Tech Lead,Media & Entertainment,MBA,Kolkata,Mid-size,Enterprise (5000+),1.7,1.7,3.6,3,1,7,0,8,8,138,27.57,8.9,0.37
UI/UX Designer,Government/PSU,Master's,Kolkata,Indian Large Corp,Mid (50-500),7.4,2.0,2.7,4,0,22,1,5,6,187,14.93,10.2,0.29
Operations Manager,Government/PSU,Diploma,Ahmedabad,Indian Large Corp,Small (<50),10.4,10.4,3.5,3,0,20,2,7,41,215,13.72,10.8,0.29
Business Analyst,Government/PSU,Master's,Bangalore,Indian Large Corp,Large (500-5000),1.5,1.5,3.7,4,0,11,0,3,10,187,21.52,8.9,0.34
Data Scientist,Education,MBA,Mumbai,MNC,Large (500-5000),7.2,3.2,3.6,4,0,14,2,3,54,184,30.1,10.6,0.37
Tech Lead,IT / Software,Bachelor's,Tier-2 City,Indian Large Corp,Small (<50),6.6,6.6,2.4,2,0,17,3,0,21,171,21.83,10.4,0.32
